Date,News,URL,Sentiment,Source,regex_label,domain_score,generic_score,regex_reasons,finbert_label,finbert_confidence,ensemble_method
1/7/2015,Pakistani Fiza Farhan in Forbes list of young social entrepreneurs,https://www.dawn.com/news/1155470/pakistani-fiza-farhan-in-forbes-list-of-young-social-entrepreneurs,Neutral,Dawn,No Signal,0,0,,Neutral,0.8671755790710449,finbert_only
1/7/2015,5 items identified for export to Russia,https://www.dawn.com/news/1155375/5-items-identified-for-export-to-russia,Neutral,Dawn,No Signal,0,0,,Neutral,0.9177420139312744,finbert_only
1/7/2015,"Wheat per acre yield declines, rice’s increases",https://www.dawn.com/news/1155379/wheat-per-acre-yield-declines-rices-increases,Negative,Dawn,No Signal,0,0,,Negative,0.9633280634880066,finbert_only
1/7/2015,Solar energy to be brought into national power grid,https://www.dawn.com/news/1155381/solar-energy-to-be-brought-into-national-power-grid,Neutral,Dawn,Positive,0,1,1 positive word type(s),Neutral,0.8724283576011658,disagreement_trust_finbert
1/7/2015,Nepra approves reduction in K-Electric tariff,https://www.dawn.com/news/1155441/nepra-approves-reduction-in-k-electric-tariff,Positive,Dawn,Positive,0,1,1 positive word type(s),Positive,0.8211707472801208,agreement
1/9/2015,Pakistani-backed fertiliser plant in Indiana not seeking state incentives,https://www.dawn.com/news/1155894/pakistani-backed-fertiliser-plant-in-indiana-not-seeking-state-incentives,Neutral,Dawn,No Signal,0,0,,Neutral,0.9037717580795288,finbert_only
1/9/2015,"Standard Chartered axes equity business, retail jobs",https://www.dawn.com/news/1155800/standard-chartered-axes-equity-business-retail-jobs,Neutral,Dawn,No Signal,0,0,,Neutral,0.9456315040588379,finbert_only
1/9/2015,"Only 8,375 females apply under youth loan scheme",https://www.dawn.com/news/1155809/only-8375-females-apply-under-youth-loan-scheme,Neutral,Dawn,No Signal,0,0,,Neutral,0.9499961137771606,finbert_only
1/9/2015,"Pakistan, China to soften bank opening rules",https://www.dawn.com/news/1155810/pakistan-china-to-soften-bank-opening-rules,Neutral,Dawn,No Signal,0,0,,Neutral,0.8405349850654602,finbert_only
1/2/2015,Sindh ST collection up 33pc in Dec,https://www.dawn.com/news/1154500/sindh-st-collection-up-33pc-in-dec,Positive,Dawn,No Signal,0,0,,Positive,0.906769872,finbert_only
1/2/2015,Saudi Arabia should move to check oil price fall: Iran,https://www.dawn.com/news/1154509/saudi-arabia-should-move-to-check-oil-price-fall-iran,Positive,Dawn,Positive,1,0,output up (good),Neutral,0.631551206,regex_domain
1/2/2015,Inflation rose to 4.3pc in December,https://www.dawn.com/news/1154510/inflation-rose-to-43pc-in-december,Negative,Dawn,Negative,-1,0,inflation up (bad),Positive,0.9238630533218384,regex_domain
1/2/2015,Law to ensure efficient use of foreign grants soon,https://www.dawn.com/news/1154570/law-to-ensure-efficient-use-of-foreign-grants-soon,Neutral,Dawn,No Signal,0,0,,Neutral,0.8396357893943787,finbert_only
1/10/2015,Being local,https://aurora.dawn.com/2014/11/02/being-local/,Neutral,Dawn,No Signal,0,0,,Neutral,0.8891334533691406,finbert_only
1/10/2015,Dar urges Islamic finance industry to expand its reach,https://www.dawn.com/news/1156051/dar-urges-islamic-finance-industry-to-expand-its-reach,Positive,Dawn,No Signal,0,0,,Positive,0.8799211978912354,finbert_only
1/10/2015,"Consumers paying Rs3-4 extra on petrol, diesel",https://www.dawn.com/news/1156053/consumers-paying-rs3-4-extra-on-petrol-diesel,Neutral,Dawn,No Signal,0,0,,Neutral,0.9083413481712341,finbert_only
1/10/2015,Qaim urges PM to continue supplying 650MW to K-Electric,https://www.dawn.com/news/1156130/qaim-urges-pm-to-continue-supplying-650mw-to-k-electric,Positive,Dawn,No Signal,0,0,,Positive,0.7279806733131409,finbert_only
1/10/2015,"Plan to set up 1,000MW plants shelved",https://www.dawn.com/news/1156131/plan-to-set-up-1000mw-plants-shelved,Neutral,Dawn,Negative,0,-1,1 negative word type(s),Neutral,0.8380788564682007,disagreement_trust_finbert
1/6/2015,Rupee stable against dollar,https://www.dawn.com/news/1155264/rupee-stable-against-dollar,Negative,Dawn,No Signal,0,0,,Negative,0.4914737641811371,finbert_only
1/6/2015,Cautious optimism amid diverse views,https://www.dawn.com/news/1155266/cautious-optimism-amid-diverse-views,Neutral,Dawn,No Signal,0,0,,Neutral,0.4882684350013733,finbert_only
1/6/2015,Tapi pipeline & suspicions,https://www.dawn.com/news/1155267/tapi-pipeline-suspicions,Neutral,Dawn,No Signal,0,0,,Neutral,0.9314451217651367,finbert_only
1/6/2015,Uneven agriculture credit distribution,https://www.dawn.com/news/1155268/uneven-agriculture-credit-distribution,Negative,Dawn,No Signal,0,0,,Negative,0.9533356428146362,finbert_only
1/6/2015,Stocks add 26 points on institutional support,https://www.dawn.com/news/1155217/stocks-add-26-points-on-institutional-support,Positive,Dawn,No Signal,0,0,,Positive,0.8923910856246948,finbert_only
1/6/2015,Pakistan 4th biggest user of Bt cotton seeds,https://www.dawn.com/news/1155219/pakistan-4th-biggest-user-of-bt-cotton-seeds,Neutral,Dawn,No Signal,0,0,,Neutral,0.7240479588508606,finbert_only
1/6/2015,SBP mechanism for sugar export,https://www.dawn.com/news/1155222/sbp-mechanism-for-sugar-export,Neutral,Dawn,No Signal,0,0,,Neutral,0.9211853742599487,finbert_only
1/6/2015,"Low revenue, IMF dictations stifle development spending",https://www.dawn.com/news/1155223/low-revenue-imf-dictations-stifle-development-spending,Negative,Dawn,No Signal,0,0,,Negative,0.9319397807121277,finbert_only
1/5/2015,Oil extends crash into new year as glut fear deepens,https://www.dawn.com/news/1155086/oil-extends-crash-into-new-year-as-glut-fear-deepens,Negative,Dawn,Negative,-1,0,market down language,Negative,0.8249804973602295,regex_domain
1/5/2015,US stocks fall as euro hits nine-year low,https://www.dawn.com/news/1155082/us-stocks-fall-as-euro-hits-nine-year-low,Negative,Dawn,Negative,-1,0,stocks down (bad),Negative,0.9344165921211243,regex_domain
1/1/2015,2014: a year of growth for the Pakistani capital market,https://www.dawn.com/news/1154454/2014-a-year-of-growth-for-the-pakistani-capital-market,Positive,Dawn,No Signal,0,0,,Positive,0.886471689,finbert_only
1/1/2015,"Indian PM replaces Soviet-style planning body, aiming to boost growth",https://www.dawn.com/news/1154455/indian-pm-replaces-soviet-style-planning-body-aiming-to-boost-growth,Positive,Dawn,Positive,0,1,1 positive word type(s),Positive,0.6000000834465027,agreement
1/1/2015,Oil price hits fresh five-year low,https://www.dawn.com/news/1154306/oil-price-hits-fresh-five-year-low,Negative,Dawn,Negative,-1,0,market down language,Negative,0.8652125597000122,regex_domain
1/1/2015,"Russia ramps up aid for strategic banks, firms",https://www.dawn.com/news/1154308/russia-ramps-up-aid-for-strategic-banks-firms,Positive,Dawn,No Signal,0,0,,Positive,0.9143950343132019,finbert_only
1/1/2015,PSO skips January fuel oil imports,https://www.dawn.com/news/1154311/pso-skips-january-fuel-oil-imports,Neutral,Dawn,No Signal,0,0,,Neutral,0.5961081981658936,finbert_only
1/1/2015,A harsh year for cotton economy,https://www.dawn.com/news/1154312/a-harsh-year-for-cotton-economy,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.9289489984512329,agreement
1/1/2015,SECP to revalidate NGOs licences,https://www.dawn.com/news/1154313/secp-to-revalidate-ngos-licences,Neutral,Dawn,No Signal,0,0,,Neutral,0.9346007108688354,finbert_only
1/1/2015,Stocks provide 27pc return,https://www.dawn.com/news/1154316/stocks-provide-27pc-return,Neutral,Dawn,No Signal,0,0,,Neutral,0.8837085962295532,finbert_only
1/1/2015,Banks ignore job of lending,https://www.dawn.com/news/1154318/banks-ignore-job-of-lending,Neutral,Dawn,No Signal,0,0,,Neutral,0.6507596373558044,finbert_only
1/1/2015,July-Dec collection falls short by Rs126bn,https://www.dawn.com/news/1154326/july-dec-collection-falls-short-by-rs126bn,Negative,Dawn,Negative,-1,0,collection down (bad),Negative,0.9617370367050171,regex_domain
1/3/2015,India eyes $100bn solar investment by 2022,https://www.dawn.com/news/1154739/india-eyes-100bn-solar-investment-by-2022,Positive,Dawn,No Signal,0,0,,Positive,0.572505772,finbert_only
1/3/2015,India prepares reform roadmap for ailing state banks,https://www.dawn.com/news/1154747/india-prepares-reform-roadmap-for-ailing-state-banks,Positive,Dawn,No Signal,0,0,,Positive,0.48141464591026306,finbert_only
1/3/2015,Customs collects Rs2.27bn revenue in Quetta,https://www.dawn.com/news/1154752/customs-collects-rs227bn-revenue-in-quetta,Neutral,Dawn,No Signal,0,0,,Neutral,0.9423363208770752,finbert_only
1/3/2015,Pakistan resumes wheat exports,https://www.dawn.com/news/1154754/pakistan-resumes-wheat-exports,Neutral,Dawn,No Signal,0,0,,Neutral,0.8523054718971252,finbert_only
1/3/2015,KP govt takes up gas connection issue,https://www.dawn.com/news/1154756/kp-govt-takes-up-gas-connection-issue,Neutral,Dawn,No Signal,0,0,,Neutral,0.9255104064941406,finbert_only
1/3/2015,2015 be declared year of economic revival: FPCCI,https://www.dawn.com/news/1154757/2015-be-declared-year-of-economic-revival-fpcci,Neutral,Dawn,No Signal,0,0,,Neutral,0.8425649404525757,finbert_only
1/3/2015,"Plan finalised to set up 5,600MW projects",https://www.dawn.com/news/1154761/plan-finalised-to-set-up-5600mw-projects,Neutral,Dawn,No Signal,0,0,,Neutral,0.8075624108314514,finbert_only
1/13/2015,Oil prices plunge to near six-year low,https://www.dawn.com/news/1156771/oil-prices-plunge-to-near-six-year-low,Negative,Dawn,Negative,-1,0,market down language,Negative,0.9406979084014893,regex_domain
1/13/2015,Bull run continues on KSE,https://www.dawn.com/news/1156623/bull-run-continues-on-kse,Positive,Dawn,Positive,1,0,market up language,Neutral,0.8710287809371948,regex_domain
1/15/2015,80pc of Lahore's petrol stations closed due to cut in supply,https://www.dawn.com/news/1157181/80pc-of-lahores-petrol-stations-closed-due-to-cut-in-supply,Negative,Dawn,No Signal,0,0,,Negative,0.9607110619544983,finbert_only
1/15/2015,Open Sesame: What e-commerce websites can learn from Alibaba?,https://aurora.dawn.com/2014/11/03/open-sesame/,Neutral,Dawn,No Signal,0,0,,Neutral,0.9247315526008606,finbert_only
1/15/2015,Karachi’s tech incubator aims to help start-up community,https://www.dawn.com/news/1157040/karachis-tech-incubator-aims-to-help-start-up-community,Positive,Dawn,No Signal,0,0,,Positive,0.7764447331428528,finbert_only
1/15/2015,Dar seeks Japanese investment in energy,https://www.dawn.com/news/1157043/dar-seeks-japanese-investment-in-energy,Neutral,Dawn,No Signal,0,0,,Neutral,0.8399800062179565,finbert_only
1/15/2015,Power firms told to partly outsource bill collection,https://www.dawn.com/news/1157045/power-firms-told-to-partly-outsource-bill-collection,Negative,Dawn,No Signal,0,0,,Negative,0.7191848754882812,finbert_only
1/15/2015,Rs3 per unit cut in power tariff likely,https://www.dawn.com/news/1157064/rs3-per-unit-cut-in-power-tariff-likely,Positive,Dawn,Positive,1,0,tariff down (good),Negative,0.7411325573921204,regex_domain
1/15/2015,"SBP tracking cases of money laundering, committee told",https://www.dawn.com/news/1157103/sbp-tracking-cases-of-money-laundering-committee-told,Neutral,Dawn,No Signal,0,0,,Neutral,0.9137848615646362,finbert_only
1/14/2015,British inflation hits 14-year low,https://www.dawn.com/news/1156857/british-inflation-hits-14-year-low,Negative,Dawn,No Signal,0,0,,Negative,0.8843029141426086,finbert_only
1/14/2015,S. Arabia will suffer from oil slide: Iran,https://www.dawn.com/news/1156866/s-arabia-will-suffer-from-oil-slide-iran,Negative,Dawn,Negative,-1,0,market down language,Negative,0.9583892822265625,regex_domain
1/14/2015,Growth to pick up in Asia-Pacific economies,https://www.dawn.com/news/1156871/growth-to-pick-up-in-asia-pacific-economies,Positive,Dawn,No Signal,0,0,,Positive,0.9450842142105103,finbert_only
1/14/2015,"Fuel, power shortage looms as oil stocks plummet",https://www.dawn.com/news/1156877/fuel-power-shortage-looms-as-oil-stocks-plummet,Negative,Dawn,Negative,-1,-1,market down language; 1 negative word type(s),Negative,0.9483193159103394,regex_domain
1/17/2015,"The work, the people and nothing but",https://aurora.dawn.com/2014/11/03/the-work-the-people-and-nothing-but/,Neutral,Dawn,No Signal,0,0,,Neutral,0.9057285785675049,finbert_only
1/17/2015,Oil price collapse still unable to boost demand: IEA,https://www.dawn.com/news/1157507/oil-price-collapse-still-unable-to-boost-demand-iea,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.7806820273399353,agreement
1/17/2015,21-point gain tosses index to fresh peak,https://www.dawn.com/news/1157511/21-point-gain-tosses-index-to-fresh-peak,Positive,Dawn,Positive,2,1,points up (good); market up language; 1 positive word type(s),Positive,0.6771251559257507,regex_domain
1/17/2015,‘Oil price may fall to $25’,https://www.dawn.com/news/1157513/oil-price-may-fall-to-25,Negative,Dawn,Negative,-1,0,market down language,Negative,0.9498003125190735,regex_domain
1/17/2015,"4,641 companies not filing tax returns",https://www.dawn.com/news/1157514/4641-companies-not-filing-tax-returns,Neutral,Dawn,No Signal,0,0,,Neutral,0.6918647289276123,finbert_only
1/17/2015,C/A deficit widens to $2.3bn,https://www.dawn.com/news/1157515/ca-deficit-widens-to-23bn,Positive,Dawn,Neutral,0,0,inflows up (good); current account deficit up (bad),Positive,0.6676889061927795,disagreement_trust_finbert
1/17/2015,Ogra cannot fix LPG price without legal powers,https://www.dawn.com/news/1157519/ogra-cannot-fix-lpg-price-without-legal-powers,Neutral,Dawn,No Signal,0,0,,Neutral,0.9352474212646484,finbert_only
1/17/2015,Homoeopathic doctor asked to stop deceptive commercial,https://www.dawn.com/news/1157586/homoeopathic-doctor-asked-to-stop-deceptive-commercial,Neutral,Dawn,No Signal,0,0,,Neutral,0.8060199022293091,finbert_only
1/17/2015,Fuel crisis to last at least another week,https://www.dawn.com/news/1157600/fuel-crisis-to-last-at-least-another-week,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.8428376317024231,agreement
1/20/2015,Petrol crisis: Someone has to step down,https://www.dawn.com/news/1158241/petrol-crisis-someone-has-to-step-down,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.7009151577949524,agreement
1/20/2015,Scramble for petrol as fuel crisis looms over Karachi,https://www.dawn.com/news/1158164/scramble-for-petrol-as-fuel-crisis-looms-over-karachi,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.8252136707305908,agreement
1/20/2015,Falling oil prices will not impact clean energy: UAE,https://www.dawn.com/news/1158097/falling-oil-prices-will-not-impact-clean-energy-uae,Neutral,Dawn,No Signal,0,0,,Neutral,0.8562039136886597,finbert_only
1/20/2015,SBP chief asks banks to treat consumers fairly,https://www.dawn.com/news/1158106/sbp-chief-asks-banks-to-treat-consumers-fairly,Neutral,Dawn,No Signal,0,0,,Neutral,0.8988150954246521,finbert_only
1/20/2015,Richest 1pc to own more than rest,https://www.dawn.com/news/1158107/richest-1pc-to-own-more-than-rest,Neutral,Dawn,No Signal,0,0,,Neutral,0.9155243635177612,finbert_only
1/20/2015,Proposals incorporated in draft textile policy,https://www.dawn.com/news/1158109/proposals-incorporated-in-draft-textile-policy,Neutral,Dawn,No Signal,0,0,,Neutral,0.9468553066253662,finbert_only
1/20/2015,"Hubco to set up 1,320MW coal-based power plants",https://www.dawn.com/news/1158111/hubco-to-set-up-1320mw-coal-based-power-plants,Neutral,Dawn,No Signal,0,0,,Neutral,0.8240867257118225,finbert_only
1/20/2015,Analysis: Fuelling the fire,https://www.dawn.com/news/1158120/analysis-fuelling-the-fire,Neutral,Dawn,No Signal,0,0,,Neutral,0.9157410860061646,finbert_only
1/20/2015,"Petrol crisis deepens, spills over to Karachi",https://www.dawn.com/news/1158124/petrol-crisis-deepens-spills-over-to-karachi,Negative,Dawn,Negative,0,-1,1 negative word type(s),Neutral,0.4837665557861328,disagreement_trust_regex_low_finbert_conf
1/20/2015,Fuelling controversy,https://www.dawn.com/news/1158139/fuelling-controversy,Neutral,Dawn,No Signal,0,0,,Neutral,0.8473795652389526,finbert_only
1/19/2015,"KSE index hits all-time high, crosses 34,000 points",https://www.dawn.com/news/1158012/kse-index-hits-all-time-high-crosses-34000-points,Positive,Dawn,Positive,1,1,market up language; 1 positive word type(s),Positive,0.8383058309555054,regex_domain
1/19/2015,Fuel shortage — black market exploiting panic,https://www.dawn.com/news/1157971/fuel-shortage-black-market-exploiting-panic,Negative,Dawn,No Signal,0,0,,Negative,0.893290102,finbert_only
1/19/2015,Arbab warns of protest against sugar mills,https://www.dawn.com/news/1157872/arbab-warns-of-protest-against-sugar-mills,Negative,Dawn,Negative,0,-2,2 negative word type(s),Negative,0.8560305237770081,agreement
1/19/2015,Delhi limbers up to challenge Beijing,https://www.dawn.com/news/1157824/delhi-limbers-up-to-challenge-beijing,Neutral,Dawn,No Signal,0,0,,Neutral,0.6482326984405518,finbert_only
1/19/2015,World economies: Russia,https://www.dawn.com/news/1157825/world-economies-russia,Negative,Dawn,Negative,-1,-1,market down language; 1 negative word type(s),Neutral,0.9199315905570984,regex_domain
1/19/2015,Global players exiting Indian mutual fund sector,https://www.dawn.com/news/1157826/global-players-exiting-indian-mutual-fund-sector,Neutral,Dawn,No Signal,0,0,,Neutral,0.7813153862953186,finbert_only
1/19/2015,Threat to poultry industry,https://www.dawn.com/news/1157833/threat-to-poultry-industry,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.5916872620582581,agreement
1/19/2015,Cane economy trapped in a low price cycle,https://www.dawn.com/news/1157835/cane-economy-trapped-in-a-low-price-cycle,Negative,Dawn,No Signal,0,0,,Negative,0.9147351384162903,finbert_only
1/19/2015,Embedded crisis in textile industry,https://www.dawn.com/news/1157837/embedded-crisis-in-textile-industry,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.8727965354919434,agreement
1/19/2015,No sign of let-up in petrol shortage,https://www.dawn.com/news/1157917/no-sign-of-let-up-in-petrol-shortage,Neutral,Dawn,No Signal,0,0,,Neutral,0.6060009002685547,finbert_only
1/19/2015,KASB depositors,https://www.dawn.com/news/1157888/kasb-depositors,Neutral,Dawn,No Signal,0,0,,Neutral,0.9458693861961365,finbert_only
1/18/2015,PIA New Delhi office receives closure notice from Indian authorities,https://www.dawn.com/news/1157803/pia-new-delhi-office-receives-closure-notice-from-indian-authorities,Negative,Dawn,No Signal,0,0,,Negative,0.9300082921981812,finbert_only
1/18/2015,Out of fuel? Shoot the messenger and suspend 4 officials,https://www.dawn.com/news/1157691/out-of-fuel,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.781781793,agreement
1/18/2015,Travelling to Europe is about to get a whole lot cheaper,https://www.dawn.com/news/1157699/travelling-to-europe-is-about-to-get-a-whole-lot-cheaper,Neutral,Dawn,No Signal,0,0,,Neutral,0.7806403040885925,finbert_only
1/18/2015,Oil plunges again in volatile week,https://www.dawn.com/news/1157700/oil-plunges-again-in-volatile-week,Negative,Dawn,Negative,-1,-1,market down language; 1 negative word type(s),Negative,0.9393339157104492,regex_domain
1/18/2015,Stakeholders wait for SBP decision with optimism,https://www.dawn.com/news/1157703/stakeholders-wait-for-sbp-decision-with-optimism,Neutral,Dawn,No Signal,0,0,,Neutral,0.9320472478866577,finbert_only
1/18/2015,Oil slump puts clean energy push at risk,https://www.dawn.com/news/1157704/oil-slump-puts-clean-energy-push-at-risk,Negative,Dawn,Negative,-1,0,market down language,Negative,0.8301669359207153,regex_domain
1/18/2015,Draft auto policy proposes 8 steps for consumers’ welfare,https://www.dawn.com/news/1157705/draft-auto-policy-proposes-8-steps-for-consumers-welfare,Neutral,Dawn,No Signal,0,0,,Neutral,0.8459434509277344,finbert_only
1/18/2015,"Fruits of stock boom shared by just 230,000 people",https://www.dawn.com/news/1157706/fruits-of-stock-boom-shared-by-just-230000-people,Neutral,Dawn,No Signal,0,0,,Neutral,0.8983944058418274,finbert_only
1/18/2015,"Crisis brings down power generation by 2,000MW",https://www.dawn.com/news/1157764/crisis-brings-down-power-generation-by-2000mw,Negative,Dawn,Negative,0,-1,1 negative word type(s),Negative,0.9607686996459961,agreement
1/16/2015,EU pledges to help Sindh overcome energy crisis,https://www.dawn.com/news/1157271/eu-pledges-to-help-sindh-overcome-energy-crisis,Negative,Dawn,Negative,0,-1,1 negative word type(s),Positive,0.555053711,disagreement_trust_regex_low_finbert_conf
1/16/2015,India makes surprise interest rate cut to 7.75pc,https://www.dawn.com/news/1157303/india-makes-surprise-interest-rate-cut-to-775pc,Positive,Dawn,Positive,3,0,interest rate down (good); rate cut (good),Neutral,0.4295971691608429,regex_domain
1/16/2015,"In Japan, Dar makes case for more investment",https://www.dawn.com/news/1157311/in-japan-dar-makes-case-for-more-investment,Positive,Dawn,No Signal,0,0,,Positive,0.6329680681228638,finbert_only
1/16/2015,FBR recovers Rs19m in missing containers case,https://www.dawn.com/news/1157312/fbr-recovers-rs19m-in-missing-containers-case,Negative,Dawn,No Signal,0,0,,Negative,0.8946580290794373,finbert_only
1/16/2015,Foreign investment triples to $1.6bn on debt securities,https://www.dawn.com/news/1157314/foreign-investment-triples-to-16bn-on-debt-securities,Positive,Dawn,No Signal,0,0,,Positive,0.9121183156967163,finbert_only
1/16/2015,Agreement for 650MW supply to K-Electric may be renewed,https://www.dawn.com/news/1157350/agreement-for-650mw-supply-to-k-electric-may-be-renewed,Positive,Dawn,No Signal,0,0,,Positive,0.790228546,finbert_only
1/22/2015,Ali Rashid Khan: A genuinely ‘nice guy’,https://aurora.dawn.com/2014/11/01/a-genuinely-nice-guy/,Neutral,Dawn,No Signal,0,0,,Neutral,0.8293127417564392,finbert_only
1/22/2015,SC asks Railways to explain why it is not terminating lease of Royal Palm Golf,https://www.dawn.com/news/1158635/sc-asks-railways-to-explain-why-it-is-not-terminating-lease-of-royal-palm-golf,Neutral,Dawn,No Signal,0,0,,Neutral,0.9405409693717957,finbert_only
1/22/2015,"In Gaza, an IT company has Google-sized aspirations",https://www.dawn.com/news/1158564/in-gaza-an-it-company-has-google-sized-aspirations,Neutral,Dawn,No Signal,0,0,,Neutral,0.9285098314285278,finbert_only
1/22/2015,Banks disburse Rs220bn farm loans in July-Dec,https://www.dawn.com/news/1158568/banks-disburse-rs220bn-farm-loans-in-july-dec,Neutral,Dawn,Positive,0,1,1 positive word type(s),Neutral,0.7619681358337402,disagreement_trust_finbert
1/22/2015,Gwadar projects to be expedited,https://www.dawn.com/news/1158569/gwadar-projects-to-be-expedited,Neutral,Dawn,Positive,0,1,1 positive word type(s),Neutral,0.8669216632843018,disagreement_trust_finbert
1/22/2015,PPMA for price rationalising,https://www.dawn.com/news/1158570/ppma-for-price-rationalising,Neutral,Dawn,No Signal,0,0,,Neutral,0.9011328816413879,finbert_only
1/22/2015,Yields on T-bills cut to below 9pc,https://www.dawn.com/news/1158573/yields-on-t-bills-cut-to-below-9pc,Positive,Dawn,Positive,2,0,rate cut (good),Negative,0.9527283310890198,regex_domain
1/22/2015,"60,000 retail outlets barred from selling SIMs till mid-April",https://www.dawn.com/news/1158599/60000-retail-outlets-barred-from-selling-sims-till-mid-april,Negative,Dawn,No Signal,0,0,,Negative,0.9185158014297485,finbert_only
1/25/2015,Housing shortage reaches 9m units: State Bank,https://www.dawn.com/news/1159259/housing-shortage-reaches-9m-units-state-bank,Neutral,Dawn,No Signal,0,0,,Neutral,0.6915887594223022,finbert_only
1/25/2015,Petrol supplies boosted to avoid crisis repeat,https://www.dawn.com/news/1159261/petrol-supplies-boosted-to-avoid-crisis-repeat,Positive,Dawn,Positive,0,1,1 positive word type(s),Positive,0.7884845733642578,agreement
1/25/2015,Businessmen term rate cut good but less than desired,https://www.dawn.com/news/1159262/businessmen-term-rate-cut-good-but-less-than-desired,Positive,Dawn,Positive,2,0,rate cut (good),Positive,0.699774981,regex_domain
1/25/2015,Interest rate cut by 100 basis points,https://www.dawn.com/news/1159347/interest-rate-cut-by-100-basis-points,Positive,Dawn,Positive,1,0,points down (bad); rate cut (good),Neutral,0.6596375703811646,regex_domain
1/25/2015,Analysis: Tracking terror money: mission impossible?,https://www.dawn.com/news/1159333/analysis-tracking-terror-money-mission-impossible,Neutral,Dawn,No Signal,0,0,,Neutral,0.916335404,finbert_only
1/21/2015,What caused Pakistan's petrol crisis,https://www.dawn.com/news/1158312/the-fuel-story,Neutral,Dawn,Negative,0,-1,1 negative word type(s),Neutral,0.6416113972663879,disagreement_trust_finbert
1/21/2015,EU lifts Indian mango ban,https://www.dawn.com/news/1158277/eu-lifts-indian-mango-ban,Negative,Dawn,Negative,0,-1,1 negative word type(s),Neutral,0.5078790783882141,disagreement_trust_regex_low_finbert_conf
1/21/2015,Punjab to have LNG Power Park,https://www.dawn.com/news/1158283/punjab-to-have-lng-power-park,Neutral,Dawn,No Signal,0,0,,Neutral,0.8877823948860168,finbert_only
1/21/2015,FB ‘adds $227bn to global economy’,https://www.dawn.com/news/1158285/fb-adds-227bn-to-global-economy,Positive,Dawn,No Signal,0,0,,Positive,0.7965278625488281,finbert_only
1/21/2015,China’s economic growth slows to 24-year low,https://www.dawn.com/news/1158296/chinas-economic-growth-slows-to-24-year-low,Negative,Dawn,Negative,-1,0,growth down (bad),Negative,0.9644262194633484,regex_domain
1/21/2015,South Asian welfare programmes ill-suited to cut inequality: WB,https://www.dawn.com/news/1158301/south-asian-welfare-programmes-ill-suited-to-cut-inequality-wb,Negative,Dawn,No Signal,0,0,,Negative,0.9277727007865906,finbert_only
